rank,filter,grade,name,quality,virality,frequency,subscribers,views,stats_url,date_scraped,source
70,video views,171,eybel channel,4,7,52,3390000,1390433600,https://graphyrepo.com/p/eybelchannel-a4a3dd43,2022-09-15T03:46:06+00Z,graphyrepo
71,video views,237,Bobon Santoso,6,18,51,9130000,1381246449,https://graphyrepo.com/p/bobonsantoso-6bd2e181,2022-09-15T03:46:06+00Z,graphyrepo
72,video views,201,BIBO dan Mainan,0,7,50,3870000,1352405565,https://graphyrepo.com/p/bibodanmainan-d35869c5,2022-09-15T03:46:06+00Z,graphyrepo
73,video views,236,GP Records,2,7,50,1770000,1334217731,https://graphyrepo.com/p/gprecords-c6206c00,2022-09-15T03:46:06+00Z,graphyrepo
74,video views,508,Dyland PROS,55,36,56,15500000,1303539402,https://graphyrepo.com/p/dylandpros-c1889ee7,2022-09-15T03:46:06+00Z,graphyrepo
75,video views,282,musisi jogja project,22,18,56,6970000,1296195816,https://graphyrepo.com/p/musisijogjaproject-211bed4c,2022-09-15T03:46:06+00Z,graphyrepo
76,video views,305,TAULANY TV,10,40,51,6360000,1285013523,https://graphyrepo.com/p/taulanytv-2a8777d7,2022-09-15T03:46:06+00Z,graphyrepo
77,video views,181,Kids Tv Indonesia - kartun & lagu anak anak,0,0,52,3690000,1278618043,https://graphyrepo.com/p/kidstvindonesiakartunlaguanakanak-3fa414ae,2022-09-15T03:46:06+00Z,graphyrepo
78,video views,233,Daftar5,3,18,54,8280000,1274623558,https://graphyrepo.com/p/daftar5-88b2c233,2022-09-15T03:46:06+00Z,graphyrepo
79,video views,302,The Hermansyah A6,9,18,53,5930000,1246871692,https://graphyrepo.com/p/thehermansyaha6-34846978,2022-09-15T03:46:06+00Z,graphyrepo
80,video views,288,Felix Official,22,8,51,5030000,1215086282,https://graphyrepo.com/p/felixofficial-66f2358f,2022-09-15T03:46:06+00Z,graphyrepo
81,video views,264,Lazada Indonesia,2,14,53,736000,1197816834,https://graphyrepo.com/p/lazadaindonesia-f54dbf4e,2022-09-15T03:46:06+00Z,graphyrepo
82,video views,227,BeaBeo Lagu Anak Indonesia,0,7,50,3350000,1183010849,https://graphyrepo.com/p/beabeolaguanakindonesia-cc5bf69e,2022-09-15T03:46:06+00Z,graphyrepo
83,video views,205,Nex Carlos,8,7,51,4610000,1171495156,https://graphyrepo.com/p/nexcarlos-d2a2dff6,2022-09-15T03:46:06+00Z,graphyrepo
84,video views,243,MVP Entertainment ID,4,7,63,3230000,1166363486,https://graphyrepo.com/p/mvpentertainmentid-0654cc1a,2022-09-15T03:46:06+00Z,graphyrepo
85,video views,236,EDUTAINMENT TRANS7 OFFICIAL,5,7,83,2780000,1144299614,https://graphyrepo.com/p/edutainmenttrans7official-0b801d29,2022-09-15T03:46:06+00Z,graphyrepo
86,video views,235,Keira Charma,10,7,50,4450000,1124262884,https://graphyrepo.com/p/keiracharma-4d49e5a5,2022-09-15T03:46:06+00Z,graphyrepo
87,video views,231,Angga Candra,6,8,51,7460000,1118675289,https://graphyrepo.com/p/anggacandra-33c3425f,2022-09-15T03:46:06+00Z,graphyrepo
88,video views,202,Pixel Kinaragendis,0,7,50,2770000,1112463177,https://graphyrepo.com/p/pixelkinaragendis-8b67fca9,2022-09-15T03:46:06+00Z,graphyrepo
89,video views,295,SAAIHALILINTAR,22,12,50,12600000,1105181403,https://graphyrepo.com/p/saaihalilintar-3d758db9,2022-09-15T03:46:06+00Z,graphyrepo
90,video views,221,Khatulistiwa Record,5,0,50,2830000,1079336060,https://graphyrepo.com/p/khatulistiwarecord-4569ea65,2022-09-15T03:46:06+00Z,graphyrepo
91,video views,235,Farida Nurhan,8,7,53,4500000,1076838042,https://graphyrepo.com/p/faridanurhan-610d9c01,2022-09-15T03:46:06+00Z,graphyrepo
92,video views,194,Yaya Kids Stations,4,7,51,2580000,1075224014,https://graphyrepo.com/p/yayakidsstations-3691fdbd,2022-09-15T03:46:06+00Z,graphyrepo
93,video views,202,Little Princess Shinta,0,0,50,2560000,1071853978,https://graphyrepo.com/p/littleprincessshinta-1f5d587a,2022-09-15T03:46:06+00Z,graphyrepo
94,video views,333,Rizky Riplay,37,7,50,7620000,1070746810,https://graphyrepo.com/p/rizkyriplay-2c219ce5,2022-09-15T03:46:06+00Z,graphyrepo
95,video views,266,TomoNews Indonesia,15,8,52,2280000,1049981890,https://graphyrepo.com/p/tomonewsindonesia-e6562c0f,2022-09-15T03:46:06+00Z,graphyrepo
96,video views,186,DD STAR RECORD,2,0,50,2520000,1049625004,https://graphyrepo.com/p/ddstarrecord-e7be46ce,2022-09-15T03:46:06+00Z,graphyrepo
97,video views,232,Namiratek Fun,0,7,53,2670000,1048789381,https://graphyrepo.com/p/namiratekfun-a94cdab2,2022-09-15T03:46:06+00Z,graphyrepo
98,video views,205,Farmees Indonesia - Lagu Anak Anak,0,7,52,2710000,1028751424,https://graphyrepo.com/p/farmeesindonesialaguanakanak-74495e1a,2022-09-15T03:46:06+00Z,graphyrepo
99,video views,177,Milady Record Official,0,7,50,2590000,1018421748,https://graphyrepo.com/p/miladyrecordofficial-3bc538f1,2022-09-15T03:46:06+00Z,graphyrepo
100,video views,246,Pro-M,6,7,50,1400000,1015258228,https://graphyrepo.com/p/prom-91eb8171,2022-09-15T03:46:06+00Z,graphyrepo
