rank,filter,grade,name,category,uploads,subscribers,views,stats_url,date_scraped,source
44,video views,B+,fikrifadlu,entertainment,290,7.74M,3369922699,https://socialblade.com/youtube/channel/UC4AXZK3XiR-kz1Nk01LhxmQ,2022-09-14T03:39:01+00Z,socialblade
45,video views,B+,The LetsPlay Family,entertainment,367,8.97M,3334475935,https://socialblade.com/youtube/channel/UCnN-PlxUJifRxrtyb2vgk7w,2022-09-14T03:39:01+00Z,socialblade
46,video views,A-,WARINTIL OFFICIAL,comedy,553,8.12M,3337217263,https://socialblade.com/youtube/channel/UCEHprhvK2xu0CYKcnbMshBw,2022-09-14T03:39:01+00Z,socialblade
47,video views,A-,CnX Adventurers,entertainment,1015,6.08M,3248981686,https://socialblade.com/youtube/channel/UCrjWoQ3vlzLrKweYk5jAl1w,2022-09-14T03:39:01+00Z,socialblade
48,video views,B+,GEN HALILINTAR,entertainment,981,18.1M,3195969260,https://socialblade.com/youtube/channel/UCfRNJiafEm1LBBGFTTq4cXw,2022-09-14T03:39:01+00Z,socialblade
49,video views,A-,TonightShowNet,entertainment,6676,4.75M,3164901833,https://socialblade.com/youtube/channel/UCLojthXNTLMGp6XSp4wgPRw,2022-09-14T03:39:01+00Z,socialblade
50,video views,A-,Sitihodijah TV,people,1430,2.16M,3161882645,https://socialblade.com/youtube/channel/UCT04z0WkV6Aj12bn3fkyaWg,2022-09-14T03:39:01+00Z,socialblade
51,video views,A-,tanboy kun,entertainment,595,16.4M,3092875301,https://socialblade.com/youtube/channel/UC8rHUssNDJ9YEjfduAqJBmw,2022-09-14T03:39:01+00Z,socialblade
52,video views,B+,Jess No Limit,games,1935,24.9M,3081667887,https://socialblade.com/youtube/channel/UCvh1at6xpV1ytYOAzxmqUsA,2022-09-14T03:39:01+00Z,socialblade
53,video views,A-,Aishwa Nahla Official,music,136,9.23M,3051884902,https://socialblade.com/youtube/channel/UC1nqMqjwWkcN80yfHM6Hcow,2022-09-14T03:39:01+00Z,socialblade
54,video views,A-,Billy karavdic,comedy,386,2.42M,3009496873,https://socialblade.com/youtube/channel/UC_LriaoeJN1Ea1Wts11P5uw,2022-09-14T03:39:01+00Z,socialblade
55,video views,A-,VitoSinagaPrank,comedy,2678,1.76M,2873569969,https://socialblade.com/youtube/channel/UCCqPybNaOrUo-B5C2vCUQpA,2022-09-14T03:39:01+00Z,socialblade
56,video views,B,The Shiny Peanut,entertainment,2340,12.9M,2841870047,https://socialblade.com/youtube/channel/UCgiO267R4Qo-SJF2UzH5ccQ,2022-09-14T03:39:01+00Z,socialblade
57,video views,B+,Musica Studios,music,1719,3.92M,2818701721,https://socialblade.com/youtube/channel/UCNlU3oSU8UnJ_V9uMB-cPOg,2022-09-14T03:39:01+00Z,socialblade
58,video views,B+,Zara Cute,people,1650,3.29M,2789918241,https://socialblade.com/youtube/channel/UCBOSOWt_VXm_XBWNbTMDwnw,2022-09-14T03:39:01+00Z,socialblade
59,video views,A-,Salsa and Family,entertainment,797,4.61M,2755307569,https://socialblade.com/youtube/channel/UC8mc_zJ3fMlO6tRtU9oJgEA,2022-09-14T03:39:01+00Z,socialblade
60,video views,A-,nyai kembang1,comedy,975,2.31M,2715343067,https://socialblade.com/youtube/channel/UCGxjURseFgeZ9LwPPpxW7PA,2022-09-14T03:39:01+00Z,socialblade
61,video views,B+,86 & Custom Protection NET,entertainment,6839,6.53M,2617020760,https://socialblade.com/youtube/channel/UCkjCVt4XfWH_S_2_ayNTTIA,2022-09-14T03:39:01+00Z,socialblade
62,video views,A,Trysatyacarlitoss,people,4953,1.36M,2634515720,https://socialblade.com/youtube/channel/UCKcP5H1-QPFqg0bAd0EwRtQ,2022-09-14T03:39:01+00Z,socialblade
63,video views,B+,Aquarius Musikindo,music,1371,3.16M,2580627867,https://socialblade.com/youtube/channel/UCpJRmMTfdv0iPbnjo6qBw_g,2022-09-14T03:39:01+00Z,socialblade
64,video views,B+,Naisa Alifia Yuriza (N.A.Y),entertainment,1469,17.9M,2571017488,https://socialblade.com/youtube/channel/UCtjFp8VXWIscsqQ2wokpo3Q,2022-09-14T03:39:01+00Z,socialblade
65,video views,B+,Nussa Official,film,227,8.84M,2564955958,https://socialblade.com/youtube/channel/UCV2jNjJEtO0Hr3b1Es3xPJg,2022-09-14T03:39:01+00Z,socialblade
66,video views,A-,Rere Channel,entertainment,870,4.53M,2513119274,https://socialblade.com/youtube/channel/UCPm6FxdTZdZcT8JsddjE7vA,2022-09-14T03:39:01+00Z,socialblade
67,video views,B+,123 GO! Indonesian,howto,355,6.66M,2497700720,https://socialblade.com/youtube/channel/UC43nz9qnZ7AIrbOlfxejTig,2022-09-14T03:39:01+00Z,socialblade
68,video views,B-,ROBOT DUNIA,people,601,3.54M,2353823079,https://socialblade.com/youtube/channel/UC1lzzEGtkVvAG0KXHznIyhw,2022-09-14T03:39:01+00Z,socialblade
69,video views,A-,Cheryl Antoinette,entertainment,4845,2.84M,2351233241,https://socialblade.com/youtube/channel/UCWB1CFa0JOGP-lxltUKfQpA,2022-09-14T03:39:01+00Z,socialblade
70,video views,B+,Praya Brother,people,456,4.84M,2304763929,https://socialblade.com/youtube/channel/UC3WqzP3X5rzpuvlOLXz6gmw,2022-09-14T03:39:01+00Z,socialblade
71,video views,A-,Abil Fatan Key,entertainment,1396,2.6M,2275979114,https://socialblade.com/youtube/channel/UC_ZOTUKElo6eYCGKFYZKvmA,2022-09-14T03:39:01+00Z,socialblade
72,video views,B+,Teguh Sugianto,games,2135,5.71M,2241102776,https://socialblade.com/youtube/channel/UCHb7bDmZ5AQJFQrGPntk3fg,2022-09-14T03:39:01+00Z,socialblade
73,video views,A-,metrotvnews,news,62165,5.7M,2210152754,https://socialblade.com/youtube/channel/UCzl0OrB3-ehunyotIQvK77A,2022-09-14T03:39:01+00Z,socialblade
74,video views,B+,BeaconCream,games,2080,5.24M,2181202841,https://socialblade.com/youtube/channel/UC50LmJxoKQGpeA2e-0JCY7g,2022-09-14T03:39:01+00Z,socialblade
75,video views,B+,Diva The Series Official,film,671,4.56M,2182111737,https://socialblade.com/youtube/channel/UCG9eNeLwgczW2cI1X51y1fw,2022-09-14T03:39:01+00Z,socialblade
76,video views,A-,Dunia Robot,people,609,3.78M,2187084582,https://socialblade.com/youtube/channel/UC8q-gUAJ24k33I9bC5c4KiQ,2022-09-14T03:39:01+00Z,socialblade
77,video views,B+,Nihongo Mantappu,people,974,9.66M,2162394005,https://socialblade.com/youtube/channel/UC1Gmqqs_Myzl2KHIeqfUC9A,2022-09-14T03:39:01+00Z,socialblade
78,video views,B+,Pratama Eriz,games,1439,4.56M,2138353761,https://socialblade.com/youtube/channel/UC2ilLcjgCNh60FevRx4FRtg,2022-09-14T03:39:01+00Z,socialblade
79,video views,B+,123 GO! GOLD Indonesian,entertainment,727,5.39M,2129394668,https://socialblade.com/youtube/channel/UCwIzd032IQjvJ9larkdcwgg,2022-09-14T03:39:01+00Z,socialblade
80,video views,B+,GadgetIn,tech,1269,9.78M,2133011431,https://socialblade.com/youtube/channel/UC1dI4tO13ApuSX0QeX8pHng,2022-09-14T03:39:01+00Z,socialblade
81,video views,A-,DeLirik,music,784,4.47M,2125890068,https://socialblade.com/youtube/channel/UCC-c_1m2J1p_JyMMNw7wc_w,2022-09-14T03:39:01+00Z,socialblade
82,video views,A-,Aneka Safari Records,music,1111,5.27M,2113979604,https://socialblade.com/youtube/channel/UCmB1_agPlXbbwTCPKEuwEKA,2022-09-14T03:39:01+00Z,socialblade
83,video views,A-,Kevin Kaez,film,985,2.15M,2101349218,https://socialblade.com/youtube/channel/UCHREPLGjsPw9dHstKOEkUkQ,2022-09-14T03:39:01+00Z,socialblade
84,video views,B+,MD Animation,film,1462,4.01M,2073815853,https://socialblade.com/youtube/channel/UCA2p86KD2QIIP0j8b-xkyPw,2022-09-14T03:39:01+00Z,socialblade
85,video views,A,PRANK CHANNEL,,1138,1.8M,2080349960,https://socialblade.com/youtube/channel/UCNb45A5AIZQ_TgBzvURMmDg,2022-09-14T03:39:01+00Z,socialblade
86,video views,A-,Windah Basudara,games,3846,8.49M,1991331090,https://socialblade.com/youtube/channel/UCoIiiHof6BJ85PLuLkuxuhw,2022-09-14T03:39:01+00Z,socialblade
87,video views,B+,Raditya Dika,people,1732,9.86M,1988289100,https://socialblade.com/youtube/channel/UC0rzsIrAxF4kCsALP6J2EsA,2022-09-14T03:39:01+00Z,socialblade
88,video views,A,Arinaga Family,music,1062,2.39M,2018484071,https://socialblade.com/youtube/channel/UCPf3hAGEPILvDnILzBTHpZA,2022-09-14T03:39:01+00Z,socialblade
89,video views,B,MasterChef Indonesia,entertainment,1954,3.69M,1978802828,https://socialblade.com/youtube/channel/UC6GIiaWJxZyKk_CAVa6y54Q,2022-09-14T03:39:01+00Z,socialblade
90,video views,B+,Super JoJo Bahasa Indonesia - Lagu…,education,468,6.33M,1985460500,https://socialblade.com/youtube/channel/UC_S8TNffRECCdqdrmYlNejw,2022-09-14T03:39:01+00Z,socialblade
91,video views,B+,Stand Up Kompas TV,news,5215,3.92M,1965573754,https://socialblade.com/youtube/channel/UC8zZ084em5pohjs6kk2Bpaw,2022-09-14T03:39:01+00Z,socialblade
92,video views,B+,123 GO! CHALLENGE Indonesian,howto,287,5.49M,1963903243,https://socialblade.com/youtube/channel/UC-S7cyZCojMeVopBkH6yNEw,2022-09-14T03:39:01+00Z,socialblade
93,video views,B+,Oura Gaming,games,2391,7.26M,1966915909,https://socialblade.com/youtube/channel/UCirWugW5e03u3DUGA87s58A,2022-09-14T03:39:01+00Z,socialblade
94,video views,A,Wisnu Trijaya,people,714,2.26M,1946742729,https://socialblade.com/youtube/channel/UC7dridTamgKER_FafsKx9lw,2022-09-14T03:39:01+00Z,socialblade
95,video views,A-,WILSON SINAI,comedy,292,1.25M,1950788003,https://socialblade.com/youtube/channel/UC7NjHQFW-iD0nZy2javtbsA,2022-09-14T03:39:01+00Z,socialblade
96,video views,B+,Official NET News,news,121067,3.41M,1909254649,https://socialblade.com/youtube/channel/UCRObaWKEG55XLWjd67_2wjA,2022-09-14T03:39:01+00Z,socialblade
97,video views,B+,ascadamusik,music,352,4M,1894756354,https://socialblade.com/youtube/channel/UC_YR-QPyb4SovoAPAfnkTsg,2022-09-14T03:39:01+00Z,socialblade
98,video views,B+,Daftar Populer,entertainment,2984,14.6M,1897143836,https://socialblade.com/youtube/channel/UCQW2tTNJ40V2T6MqV1eMZ0w,2022-09-14T03:39:01+00Z,socialblade
99,video views,A,Vilmei,people,491,4.28M,1901570406,https://socialblade.com/youtube/channel/UC90xz-i20jmoZhI8RMLzzjA,2022-09-14T03:39:01+00Z,socialblade
100,video views,B,Official Sabyan gambus,music,12,7.13M,1859244015,https://socialblade.com/youtube/channel/UCfMcMOvgflhwW3FQtLosn7Q,2022-09-14T03:39:01+00Z,socialblade
